,ValueType,value,Iteration,Variable,Model,Dataset,DataType
591,accuracy,43.484730333365576,1,50%,Active_uncertainty,ohsumed,text
592,accuracy,50.15168289113698,2,50%,Active_uncertainty,ohsumed,text
593,accuracy,49.30746841003251,3,50%,Active_uncertainty,ohsumed,text
594,accuracy,41.629641406713816,4,50%,Active_uncertainty,ohsumed,text
595,accuracy,44.08716283716283,5,50%,Active_uncertainty,ohsumed,text
596,accuracy,54.85526468133622,6,50%,Active_uncertainty,ohsumed,text
597,accuracy,47.66825826883629,7,50%,Active_uncertainty,ohsumed,text
598,accuracy,45.875028715738885,8,50%,Active_uncertainty,ohsumed,text
599,accuracy,43.448102680632154,9,50%,Active_uncertainty,ohsumed,text
600,accuracy,91.00451127819548,0,10%,Active_QBC,corpus,text
601,accuracy,79.92558908639934,1,10%,Active_QBC,corpus,text
602,accuracy,93.01905434015526,2,10%,Active_QBC,corpus,text
603,accuracy,90.0,3,10%,Active_QBC,corpus,text
604,accuracy,87.04572404783438,4,10%,Active_QBC,corpus,text
605,accuracy,81.95664391810519,5,10%,Active_QBC,corpus,text
606,accuracy,84.0,6,10%,Active_QBC,corpus,text
607,accuracy,92.0064025610244,7,10%,Active_QBC,corpus,text
608,accuracy,88.0,8,10%,Active_QBC,corpus,text
609,accuracy,96.01666666666668,9,10%,Active_QBC,corpus,text
610,accuracy,87.95151515151514,0,50%,Active_QBC,corpus,text
611,accuracy,89.00990099009901,1,50%,Active_QBC,corpus,text
612,accuracy,89.0033029726754,2,50%,Active_QBC,corpus,text
613,accuracy,92.98925831202044,3,50%,Active_QBC,corpus,text
614,accuracy,94.0,4,50%,Active_QBC,corpus,text
615,accuracy,84.01926936973103,5,50%,Active_QBC,corpus,text
616,accuracy,88.9966970273246,6,50%,Active_QBC,corpus,text
617,accuracy,85.01670209535376,7,50%,Active_QBC,corpus,text
618,accuracy,89.89898989898991,8,50%,Active_QBC,corpus,text
619,accuracy,86.03361344537814,9,50%,Active_QBC,corpus,text
620,accuracy,92.97223069880987,0,10%,Active_random,corpus,text
621,accuracy,91.008100810081,1,10%,Active_random,corpus,text
622,accuracy,94.0,2,10%,Active_random,corpus,text
623,accuracy,93.0063056751076,3,10%,Active_random,corpus,text
624,accuracy,92.03853873946207,4,10%,Active_random,corpus,text
625,accuracy,93.00210189170252,5,10%,Active_random,corpus,text
626,accuracy,94.0,6,10%,Active_random,corpus,text
627,accuracy,92.0,7,10%,Active_random,corpus,text
628,accuracy,95.00150135121609,8,10%,Active_random,corpus,text
629,accuracy,94.0,9,10%,Active_random,corpus,text
630,accuracy,90.00801282051279,0,50%,Active_random,corpus,text
631,accuracy,91.98073063026895,1,50%,Active_random,corpus,text
632,accuracy,90.00400160064027,2,50%,Active_random,corpus,text
633,accuracy,92.99789810829748,3,50%,Active_random,corpus,text
634,accuracy,94.0,4,50%,Active_random,corpus,text
635,accuracy,89.003300330033,5,50%,Active_random,corpus,text
636,accuracy,93.00779431116509,6,50%,Active_random,corpus,text
637,accuracy,92.98925831202044,7,50%,Active_random,corpus,text
638,accuracy,90.0,8,50%,Active_random,corpus,text
639,accuracy,94.0,9,50%,Active_random,corpus,text
640,accuracy,86.0,0,10%,Active_uncertainty,corpus,text
641,accuracy,92.00641025641023,1,10%,Active_uncertainty,corpus,text
642,accuracy,88.996699669967,2,10%,Active_uncertainty,corpus,text
643,accuracy,95.0075187969925,3,10%,Active_uncertainty,corpus,text
644,accuracy,87.02743442870062,4,10%,Active_uncertainty,corpus,text
645,accuracy,94.99849864878391,5,10%,Active_uncertainty,corpus,text
646,accuracy,90.9683448899608,6,10%,Active_uncertainty,corpus,text
647,accuracy,87.8971848225214,7,10%,Active_uncertainty,corpus,text
648,accuracy,88.07272727272728,8,10%,Active_uncertainty,corpus,text
649,accuracy,89.9512987012987,9,10%,Active_uncertainty,corpus,text
650,accuracy,87.97109594540346,0,50%,Active_uncertainty,corpus,text
651,accuracy,87.00910091009102,1,50%,Active_uncertainty,corpus,text
652,accuracy,88.01932367149759,2,50%,Active_uncertainty,corpus,text
653,accuracy,92.0,3,50%,Active_uncertainty,corpus,text
654,accuracy,89.99198717948721,4,50%,Active_uncertainty,corpus,text
655,accuracy,86.99609960996098,5,50%,Active_uncertainty,corpus,text
656,accuracy,87.98554797270174,6,50%,Active_uncertainty,corpus,text
657,accuracy,95.00250626566415,7,50%,Active_uncertainty,corpus,text
658,accuracy,90.0,8,50%,Active_uncertainty,corpus,text
659,accuracy,89.97144022847816,9,50%,Active_uncertainty,corpus,text
660,accuracy,94.58288848484145,0,10%,Active_QBC,20news,text
661,accuracy,95.30924437770732,1,10%,Active_QBC,20news,text
662,accuracy,94.8596212292003,2,10%,Active_QBC,20news,text
663,accuracy,96.33215335438808,3,10%,Active_QBC,20news,text
664,accuracy,94.83384368499279,4,10%,Active_QBC,20news,text
665,accuracy,92.45841358237014,5,10%,Active_QBC,20news,text
666,accuracy,94.62119733034274,6,10%,Active_QBC,20news,text
667,accuracy,92.90692197389671,7,10%,Active_QBC,20news,text
668,accuracy,95.58015761660627,8,10%,Active_QBC,20news,text
669,accuracy,95.58994116904242,9,10%,Active_QBC,20news,text
670,accuracy,92.28877821580728,0,50%,Active_QBC,20news,text
671,accuracy,93.3673697015573,1,50%,Active_QBC,20news,text
672,accuracy,90.42557214095913,2,50%,Active_QBC,20news,text
673,accuracy,92.86473946761028,3,50%,Active_QBC,20news,text
674,accuracy,93.13682653150364,4,50%,Active_QBC,20news,text
675,accuracy,94.026013047231,5,50%,Active_QBC,20news,text
676,accuracy,90.01714723553906,6,50%,Active_QBC,20news,text
677,accuracy,94.11895857091022,7,50%,Active_QBC,20news,text
678,accuracy,93.38702663536932,8,50%,Active_QBC,20news,text
679,accuracy,92.138733727232,9,50%,Active_QBC,20news,text
680,accuracy,89.988713737959,0,10%,Active_random,20news,text
681,accuracy,87.50201197043316,1,10%,Active_random,20news,text
682,accuracy,85.98717785788395,2,10%,Active_random,20news,text
683,accuracy,88.33644801448408,3,10%,Active_random,20news,text
684,accuracy,91.6714766469986,4,10%,Active_random,20news,text
685,accuracy,90.17149245923841,5,10%,Active_random,20news,text
686,accuracy,87.80025727165994,6,10%,Active_random,20news,text
687,accuracy,87.55016333708828,7,10%,Active_random,20news,text
688,accuracy,90.6389204043163,8,10%,Active_random,20news,text
689,accuracy,86.06313358776848,9,10%,Active_random,20news,text
690,accuracy,87.01681234650698,0,50%,Active_random,20news,text
691,accuracy,89.60526662383987,1,50%,Active_random,20news,text
692,accuracy,89.85065538733173,2,50%,Active_random,20news,text
693,accuracy,90.93341943235727,3,50%,Active_random,20news,text
694,accuracy,89.69598482654753,4,50%,Active_random,20news,text
695,accuracy,91.27172293630363,5,50%,Active_random,20news,text
696,accuracy,90.9068143440518,6,50%,Active_random,20news,text
697,accuracy,91.88744280212644,7,50%,Active_random,20news,text
698,accuracy,89.84258641703416,8,50%,Active_random,20news,text
699,accuracy,89.17391553023602,9,50%,Active_random,20news,text
700,accuracy,95.0959132798145,0,10%,Active_uncertainty,20news,text
701,accuracy,93.9785377573396,1,10%,Active_uncertainty,20news,text
702,accuracy,93.63079225508068,2,10%,Active_uncertainty,20news,text
703,accuracy,93.68542867481143,3,10%,Active_uncertainty,20news,text
704,accuracy,94.86654987796484,4,10%,Active_uncertainty,20news,text
705,accuracy,95.57925331460736,5,10%,Active_uncertainty,20news,text
706,accuracy,91.65297211632296,6,10%,Active_uncertainty,20news,text
707,accuracy,92.43908209116405,7,10%,Active_uncertainty,20news,text
708,accuracy,94.87905394638071,8,10%,Active_uncertainty,20news,text
709,accuracy,93.42693514122084,9,10%,Active_uncertainty,20news,text
710,accuracy,91.18206601762144,0,50%,Active_uncertainty,20news,text
711,accuracy,93.09522852299853,1,50%,Active_uncertainty,20news,text
712,accuracy,94.44407466270442,2,50%,Active_uncertainty,20news,text
713,accuracy,94.13030618316786,3,50%,Active_uncertainty,20news,text
714,accuracy,94.62383863254855,4,50%,Active_uncertainty,20news,text
715,accuracy,95.07017232383896,5,50%,Active_uncertainty,20news,text
716,accuracy,93.65399185116186,6,50%,Active_uncertainty,20news,text
717,accuracy,92.48119063528395,7,50%,Active_uncertainty,20news,text
718,accuracy,92.15888570341816,8,50%,Active_uncertainty,20news,text
719,accuracy,92.43621271786577,9,50%,Active_uncertainty,20news,text
